Name,GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs
Mike McGee,39,9,4.9,2.1,4.4,46.5,0,0.1,0,0.8,1.4,58.5,0.9,0.4,1.3,0.4,0.5,0.1,0.9,yes
Mark Radford,43,8.6,3.4,1.3,2.3,54,0,0.1,66.7,0.8,1.6,50.7,0.3,0.4,0.7,1.3,0.4,0.1,1,no
Alex Bradley,39,8.5,3.5,1.4,2.6,52.4,0,0,0,0.7,1.2,60.4,0.8,0.9,1.7,0.3,0.3,0.1,0.7,no
Reggie Bullock,43,9.2,2.7,1,2.8,35.5,0.5,1.7,30.1,0.2,0.2,77.8,0.3,1,1.3,0.3,0.2,0,0.3,no
Howard Wood,42,8.1,3.4,1.3,2.9,45.8,0,0,0,0.8,1.2,65.4,0.5,1,1.5,0.2,0.2,0.1,0.4,no
Franklin Edwards,42,6.9,3.6,1.5,3.6,43.3,0,0.2,0,0.5,0.6,74.1,0.2,0.4,0.6,1.1,0.4,0.1,0.6,yes
Bobby Cattage,49,6.9,3.1,1.2,2.8,44.4,0,0,0,0.6,0.8,73.2,0.4,1,1.5,0.1,0.1,0,0.4,no
Charles Bradley,51,6.6,3,1.1,2.4,45.1,0,0,0,0.8,1.2,67.7,0.2,0.5,0.7,0.4,0.3,0.1,0.7,no
Kevin McKenna,36,6.6,1.9,0.8,2.4,32.2,0,0.1,0,0.3,0.5,64.7,0.5,0.3,0.8,0.4,0.3,0.1,0.6,yes
Joe Barry Carroll,82,35.6,18.9,7.5,15.3,49.1,0,0,0,3.8,5.4,71.6,3.3,5.9,9.3,1.4,0.6,1.5,3,yes
Darrell Griffith,81,35.4,20.6,8.8,19.1,46.4,0.1,0.6,19.2,2.8,4,71.6,1,2.6,3.6,2.4,1.3,0.5,2.9,yes
Larry Smith,82,31.4,9.6,3.7,7.2,51.2,0,0,0,2.2,3.7,58.8,5.3,6.8,12.1,1.1,0.8,0.8,1.8,yes
Mike O'Koren,79,31.3,11,4.6,9.5,48.6,0.1,0.2,27.8,1.7,2.7,63.7,2.3,3.8,6.1,3.2,1.1,0.3,1.9,yes
Kelvin Ransey,80,30.4,15.2,6.6,14.5,45.2,0,0.4,9.7,2.1,2.7,74.9,0.5,1.9,2.4,6.9,1.1,0.1,2.9,yes
Malcolm Delaney,33,16.4,5.3,2,5.3,37.1,0.2,1.4,17.4,1.1,1.3,86,0.2,1.5,1.6,2.8,0.4,0,1.5,no
Otto Porter,37,8.6,2.1,0.9,2.5,36.3,0.1,0.6,19,0.2,0.3,66.7,0.6,1,1.5,0.3,0.2,0,0.4,no
Bill Laimbeer,81,30.4,9.8,4.2,8.3,50.3,0,0,0,1.4,1.9,76.5,3.3,5.3,8.6,2.7,0.7,1,1.6,yes
Michael Brooks,82,30.2,14.7,6,12.4,47.9,0,0.1,0,2.8,3.9,70.6,2.6,2.8,5.4,2.5,1.2,0.4,2,yes
Mike Gminski,56,28.2,13.2,5.2,12.3,42.3,0,0,0,2.8,3.6,76.7,2.4,5,7.5,1.3,1,1.8,2.3,yes
Darwin Cook,81,24.4,11.2,4.7,10.1,46.8,0.1,0.3,24,1.6,2.2,73.3,1.2,1.7,2.9,3.7,1.7,0.4,2.2,yes
Andrew Toney,75,23.6,12.9,5.3,10.7,49.5,0.1,0.4,31,2.1,3,71.2,0.4,1.5,1.9,3.6,0.8,0.1,2.9,yes
Cedrick Hordges,68,23.5,8.4,3.3,7.1,46,0,0,0,1.9,2.7,69.9,1.8,5,6.7,1.5,0.5,0.3,1.8,no
Calvin Garrett,70,23.4,6.1,2.7,5.9,45.3,0,0,33.3,0.7,0.9,80.6,1.2,2.6,3.8,1.9,0.7,0.1,1.3,no
Don Collins,81,22.8,11.5,4.4,10,44.4,0,0.1,0,2.6,3.4,77.6,1.6,1.7,3.3,2.3,1.3,0.3,2.1,yes
Louis Orr,82,21.8,10.5,4.2,8.6,49.1,0,0.1,0,2,2.5,80.7,2.1,2.3,4.4,1.6,0.7,0.3,1.5,yes
Reggie Johnson,79,21.7,10.2,4.3,8.6,49.9,0,0,0,1.6,2.4,66.3,1.7,2.9,4.5,1,0.6,0.6,1.6,no
Larry Drew,76,20.8,6.6,2.6,6.4,40.7,0.1,0.2,23.5,1.4,1.8,79.7,0.3,1.3,1.6,3.3,1.2,0.1,2.2,yes
Larry Drew,76,20.8,6.6,2.6,6.4,40.7,0.1,0.2,23.5,1.4,1.8,79.7,0.3,1.3,1.6,3.3,1.2,0.1,2.2,no
Kevin McHale*,82,20.1,10,4.3,8.1,53.3,0,0,0,1.3,1.9,67.9,1.9,2.5,4.4,0.7,0.3,1.8,1.3,yes
Lowes Moore,71,19.8,7,3,6.7,44.4,0.1,0.4,14.8,1,1.3,75,0.6,1.8,2.4,3.2,0.9,0.2,1.5,no
Wayne Robinson,81,19.7,7.9,2.9,6.3,46,0,0.1,0,2.2,3,72.9,1.4,2.2,3.6,1.4,0.6,0.3,1.8,no
Johnny Moore,82,19.2,7.4,3,6.3,47.9,0,0.2,5.3,1.3,2.1,61,0.7,1.7,2.4,4.5,1.5,0.3,1.9,yes
Jeff Wilkins,56,18.9,4.7,2.1,4.6,45,0,0,,0.5,0.7,67.5,1.1,3.8,4.9,0.7,0.6,0.8,1.1,yes
Kyle Macy,82,17.9,8.1,3.3,6.5,51.1,0.1,0.6,23.5,1.3,1.5,89.9,0.5,1.1,1.6,2,0.9,0.1,1.2,yes
Bill Hanzlik,74,17,5.4,1.9,3.9,47.8,0,0.1,20,1.6,2,79.3,0.9,1.2,2.1,1.5,0.8,0.3,1.1,yes
Solomon Hill,28,8.1,1.7,0.6,1.4,42.5,0.3,0.8,30.4,0.2,0.3,85.7,0.3,1.1,1.5,0.4,0.2,0.1,0.5,no
Edgar Jones,60,15.8,8.7,3.2,6,52.9,0,0.1,0,2.4,3.6,67,1.5,2.9,4.4,0.7,0.6,1.4,1.7,yes
Sam Worthen,64,14.8,3.7,1.5,3,49.5,0,0.1,0,0.7,0.9,75,0.3,1.5,1.8,1.8,0.9,0.1,1.4,no
James Johnson,68,14.4,5.3,1.9,3.5,54.2,0,0,0,1.5,2.5,59.4,1.6,3,4.5,0.6,0.1,1.1,1,yes
James Johnson,65,11.6,3.9,1.5,3.2,45.2,0.2,0.7,32.6,0.8,1.1,72.9,0.5,1.4,2,0.7,0.3,0.7,0.9,yes
Lorenzo Romar,53,13.7,4.1,1.6,4,41.2,0,0.1,33.3,0.8,1.2,68.3,0.2,0.9,1.1,2.6,0.5,0.1,1,yes
Rick Mahorn,52,13.4,4.8,2.1,4.2,50.7,0,0,0,0.5,0.8,67.5,1.3,2.8,4.1,0.5,0.4,0.8,0.7,yes
Rickey Brown,45,12.9,4,1.8,3.6,51.2,0,0,0,0.4,0.5,76.2,1.2,2.5,3.7,0.5,0.2,0.3,0.7,yes
Butch Carter,54,12.4,5.6,2.1,4.6,46.2,0.1,0.2,30,1.3,1.8,73.7,0.6,0.6,1.2,1,0.4,0,0.9,yes
Mike Woodson,81,11.7,4.7,2,4.6,44.2,0,0.1,20,0.6,0.8,76.6,0.4,0.8,1.2,0.9,0.4,0.1,0.7,yes
John Duren,40,11.5,1.8,0.8,2.5,32.7,0,0,0,0.1,0.2,55.6,0.2,0.7,0.9,1.4,0.5,0.1,0.9,no
James Wilkes,48,11.3,4.1,1.8,3.8,46.2,0,0,0,0.6,0.9,69,0.8,1.3,2,0.6,0.5,0.3,0.7,no
Shabazz Muhammad,37,7.8,3.9,1.5,3.4,46,0.1,0.3,27.3,0.7,1.1,65,0.6,0.8,1.4,0.2,0.2,0,0.4,no
DeWayne Scales,44,11,4.9,2.1,5.1,41.8,0,0.1,16.7,0.6,0.9,66.7,1.1,1.9,3,0.2,0.3,0.1,0.7,no
Craig Shelton,55,10.7,4.3,1.8,4,45.7,0,0,0,0.6,1.1,60.3,1.1,1.4,2.5,0.5,0.3,0.1,1.1,no
Earl Cureton,52,10.2,4.2,1.8,3.9,45.4,0,0,0,0.6,1.2,51.6,1,2,3,0.5,0.4,0.4,0.6,yes
Billy Reid,59,10.1,3.2,1.4,3.1,45.4,0,0.1,0,0.4,0.7,56.4,0.5,0.6,1,1.2,0.6,0.1,1.3,no
Jerry Sichting,47,9.6,2,0.7,2,35.8,0,0.1,0,0.5,0.7,78.1,0.2,0.7,0.9,1.5,0.5,0,0.6,yes
Reggie Carter,60,8.9,2.8,1,3,33,0,0.1,0,0.9,1.2,73.9,0.5,0.7,1.2,1.3,0.4,0,0.6,no
Mike Harper,55,8.4,2.7,1,2.5,41.2,0,0.1,0,0.7,1.5,43.5,0.5,1.2,1.7,0.3,0.4,0.4,0.6,no
Mike Niles,44,5.3,2.6,1.1,3.1,34.8,0,0.1,50,0.4,0.8,45.9,0.6,0.7,1.3,0.3,0.2,0,0.6,no
Toure' Murry,51,7.3,2.7,1.1,2.5,43.4,0.1,0.2,41.7,0.5,0.8,59,0.3,0.6,0.9,1,0.4,0,0.7,no
Dionte Christmas,31,6.4,2.3,0.7,2,35.5,0.3,1,29,0.6,0.8,75,0.4,0.8,1.2,0.3,0.1,0.1,0.2,no
Damian Lillard,82,38.6,19,6.7,15.7,42.9,2.3,6.1,36.8,3.3,3.9,84.4,0.5,2.6,3.1,6.5,0.9,0.2,3,yes
Bradley Beal,56,31.2,13.9,5,12.3,41,1.6,4.2,38.6,2.2,2.8,78.6,0.8,3,3.8,2.4,0.9,0.5,1.6,yes
Semaj Christon,33,15.6,3,1.3,4,31.8,0.2,1.1,16.7,0.3,0.5,52.9,0.4,1,1.4,2.5,0.4,0.1,0.7,no
Anthony Davis,64,28.8,13.5,5.5,10.6,51.6,0,0.1,0,2.6,3.5,75.1,2.6,5.6,8.2,1,1.2,1.8,1.4,yes
Dion Waiters,61,28.8,14.7,5.5,13.4,41.2,1,3.3,31,2.6,3.5,74.6,0.4,2.1,2.4,3,1,0.3,2,yes
Kyle Singler,82,28,8.8,3.4,7.8,42.8,0.9,2.4,35,1.2,1.5,80.6,1.3,2.7,4,0.9,0.7,0.5,1.2,yes
Tyler Zeller,77,26.4,7.9,3.2,7.3,43.8,0,0.1,0,1.6,2,76.4,2.1,3.6,5.7,1.2,0.5,0.9,1.2,yes
Maurice Harkless,76,26,8.2,3.4,7.4,46.1,0.4,1.5,27.4,1,1.7,57,1.6,2.8,4.4,0.7,1.2,0.8,0.9,yes
Michael Kidd-Gilchrist,78,26,9,3.6,7.9,45.8,0,0.1,22.2,1.8,2.4,74.9,1.7,4.2,5.8,1.5,0.7,0.9,1.3,yes
Harrison Barnes,81,25.4,9.2,3.4,7.8,43.9,0.6,1.8,35.9,1.8,2.3,75.8,0.7,3.5,4.1,1.2,0.6,0.2,1.3,yes
Austin Rivers,61,23.2,6.2,2.4,6.4,37.2,0.5,1.4,32.6,1,1.8,54.6,0.3,1.5,1.8,2.1,0.4,0.1,1.2,yes
Caris LeVert,12,15.5,4.7,1.6,4.4,35.8,0.8,2.6,32.3,0.7,1,66.7,0.3,2.3,2.6,1.3,0.9,0.2,0.6,no
Andre Drummond,60,20.7,7.9,3.5,5.7,60.8,0,0,50,1,2.7,37.1,2.8,4.8,7.6,0.5,1,1.6,0.9,yes
Jared Sullinger,45,19.8,6,2.5,5,49.3,0,0.1,20,1,1.4,74.6,2,3.8,5.9,0.8,0.5,0.5,0.6,no
Meyers Leonard,69,17.5,5.5,2.2,4,54.5,0,0.1,42.9,1,1.3,80.9,1.2,2.5,3.7,0.5,0.2,0.6,0.7,yes
Patrick Beverley,41,17.4,5.6,1.9,4.6,41.8,0.9,2.3,37.5,0.8,1,82.9,1.1,1.6,2.7,2.9,0.9,0.5,1.1,yes
Jae Crowder,78,17.3,5,1.8,4.7,38.4,0.8,2.5,32.8,0.6,0.9,64.4,0.4,1.9,2.4,1.2,0.8,0.2,0.6,yes
Brian Roberts,78,17,7.1,2.7,6.6,41.7,0.8,2,38.6,0.9,1,90.9,0.2,1,1.2,2.8,0.5,0,0.9,yes
Terrence Ross,73,17,6.4,2.5,6.3,40.7,0.9,2.7,33.2,0.4,0.6,71.4,0.5,1.5,2,0.7,0.6,0.2,0.7,yes
Chris Copeland,56,15.4,8.7,3.3,6.8,47.9,1.1,2.5,42.1,1.1,1.5,75.9,0.6,1.5,2.1,0.5,0.3,0.2,0.9,no
Thomas Robinson,70,15.1,4.8,2,4.6,43,0,0,0,0.8,1.6,52.3,1.7,2.8,4.5,0.7,0.6,0.4,1.3,yes
John Jenkins,61,14.8,6.1,2.1,4.8,44.6,0.9,2.3,38.4,1,1.1,84.3,0.3,1.3,1.5,0.9,0.2,0.2,0.7,yes
Kendall Marshall,48,14.6,3,1.2,3.1,37.1,0.5,1.5,31.5,0.2,0.3,57.1,0.1,0.8,0.9,3,0.5,0.1,1.2,no
Draymond Green,79,13.4,2.9,1.1,3.3,32.7,0.2,0.8,20.9,0.6,0.7,81.8,0.7,2.6,3.3,0.7,0.5,0.3,0.7,yes
Darius Miller,52,13.3,2.3,0.8,2.1,40.7,0.4,1.1,39.3,0.2,0.2,100,0.2,1.3,1.5,0.8,0.3,0.2,0.4,no
John Henson,63,13.1,6,2.6,5.3,48.2,0,0,0,0.9,1.7,53.3,1.8,2.9,4.7,0.5,0.3,0.7,0.8,yes
Sheldon McClellan,11,13.7,4.8,1.5,3.7,41.5,0.3,1.4,20,1.5,1.6,88.9,0.2,0.7,0.9,0.8,0.5,0.1,0.2,no
DeQuan Jones,63,12.7,3.7,1.5,3.5,43.6,0.1,0.6,25.7,0.5,0.8,66.7,0.3,1.4,1.7,0.3,0.3,0.3,0.5,no
Doron Lamb,47,12.3,3.3,1.3,3.5,36.8,0.3,0.8,37.8,0.4,0.7,58.8,0.2,0.8,1,0.7,0.3,0,0.6,no
Will Barton,73,12.2,4,1.6,4.2,38.2,0.1,0.9,13.8,0.7,0.9,76.9,0.5,1.5,2,0.8,0.5,0.1,0.8,yes
Orlando Johnson,51,12.1,4,1.4,3.5,40,0.7,1.8,38.3,0.5,0.6,71.9,0.4,1.8,2.2,0.9,0.2,0.2,0.6,no
Arnett Moultrie,47,11.5,3.7,1.7,2.9,58.2,0,0,0,0.4,0.6,64.3,1.6,1.5,3.1,0.2,0.4,0.2,0.4,no
Kyle O'Quinn,57,11.2,4.1,1.8,3.5,51.3,0,0,0,0.5,0.8,66.7,1.1,2.5,3.7,0.9,0.2,0.5,0.7,yes
Bernard James,46,9.9,2.8,1.2,2.2,51.5,0,0,0,0.5,0.9,61,1.1,1.7,2.8,0.1,0.3,0.8,0.4,no
Kim English,41,9.9,2.9,1,2.7,37.5,0.3,1.2,28,0.5,0.7,72.4,0.2,0.7,0.9,0.6,0.4,0.1,0.5,no
Rodney McGruder,30,25.7,5.8,2.1,5.3,40,0.8,2.6,32.5,0.7,1,72.4,1.5,2,3.5,1.5,0.7,0.3,0.7,no
Mike Scott,40,9.4,4.6,1.8,3.7,47.6,0,0,0,1.1,1.4,76.8,1,1.8,2.8,0.3,0.1,0.1,0.5,yes
Marquis Teague,48,8.2,2.1,0.9,2.4,38.1,0.1,0.5,17.4,0.2,0.3,56.3,0.1,0.9,0.9,1.3,0.2,0.1,0.7,no
Tony Wroten,35,7.8,2.6,0.9,2.5,38.4,0.1,0.5,25,0.6,0.8,72.4,0.4,0.4,0.8,1.2,0.2,0.1,0.8,no
Maalik Wayns,27,7.5,2.8,1,3.3,29.5,0.3,1.1,22.6,0.6,0.7,89.5,0,0.2,0.3,1,0.2,0,0.6,no
Jeremy Lamb,23,6.4,3.1,1,3,35.3,0.4,1.3,30,0.6,0.6,100,0.2,0.6,0.8,0.2,0.1,0.1,0.3,yes
Brandon Knight,66,32.3,12.8,4.8,11.7,41.5,1.6,4.2,38,1.6,2.1,75.9,0.5,2.7,3.2,3.8,0.7,0.1,2.6,yes
MarShon Brooks,56,29.4,12.6,4.9,11.4,42.8,0.8,2.7,31.3,2,2.6,76.4,1.3,2.3,3.6,2.3,0.9,0.3,2.1,no
Iman Shumpert,59,28.9,9.5,3.6,9.1,40.1,0.8,2.7,30.6,1.5,1.8,79.8,0.7,2.4,3.2,2.8,1.7,0.1,1.9,yes
Chandler Parsons,63,28.6,9.5,3.9,8.7,45.2,1,2.8,33.7,0.7,1.2,55.1,1.4,3.3,4.8,2.1,1.2,0.5,1.3,yes
Kemba Walker,66,27.2,12.1,4.3,11.6,36.6,1,3.4,30.5,2.5,3.2,78.9,0.5,3.1,3.5,4.4,0.9,0.3,1.8,yes
Isaiah Thomas,65,25.5,11.5,3.9,8.8,44.8,1.3,3.4,37.9,2.4,2.8,83.2,0.7,1.8,2.6,4.1,0.8,0.1,1.6,yes
Klay Thompson,66,24.4,12.5,4.8,10.9,44.3,1.7,4.1,41.4,1.2,1.4,86.8,0.4,2.1,2.4,2,0.7,0.3,1.6,yes
Kawhi Leonard,64,24,7.9,3.1,6.3,49.3,0.6,1.7,37.6,1.1,1.4,77.3,1.6,3.5,5.1,1.1,1.3,0.4,0.7,yes
Wade Baldwin,22,13.5,3.5,1.2,3.8,31.3,0.1,0.8,11.1,1,1.3,82.1,0.3,1.1,1.5,2.1,0.6,0.3,1.3,no
Kenneth Faried,46,22.5,10.2,3.9,6.7,58.6,0,0,0,2.4,3.6,66.5,3.1,4.6,7.7,0.8,0.7,1,1.2,yes
Chris Singleton,66,21.7,4.6,1.8,4.7,37.2,0.7,1.9,34.6,0.5,0.7,68.2,0.7,2.9,3.5,0.7,1.1,0.5,0.6,no
Derrick Williams,66,21.5,8.8,3.1,7.5,41.2,0.6,2.1,26.8,2.1,3,69.7,1.2,3.5,4.7,0.6,0.5,0.5,1.2,yes
Donald Sloan,33,20.3,5.5,2.4,6,39.9,0.1,0.8,8,0.7,0.9,76.7,0.5,1.5,2,3.2,0.4,0.1,1.5,yes
Markieff Morris,63,19.5,7.4,2.8,6.9,39.9,0.7,2,34.7,1.2,1.7,71.7,1.1,3.3,4.4,1,0.7,0.7,1.1,yes
Norris Cole,65,19.4,6.8,2.7,6.9,39.3,0.3,1.2,27.6,1,1.3,77.6,0.3,1.1,1.4,2,0.7,0,1.6,yes
Jimmer Fredette,61,18.6,7.6,2.8,7.3,38.6,1.3,3.5,36.1,0.7,0.8,83.3,0.3,0.9,1.2,1.8,0.5,0.1,1.1,yes
Charles Jenkins,51,17.5,5.8,2.5,5.7,44.7,0.1,0.4,15,0.7,0.8,87.2,0.2,1.2,1.3,3.3,0.7,0.1,1.2,no
Jaylen Brown,34,13.4,4.9,1.9,4.4,44.6,0.4,1.1,31.6,0.7,1.1,63.2,0.6,1.2,1.8,0.6,0.3,0.3,0.6,no
Ivan Johnson,56,16.7,6.4,2.5,4.9,51.3,0,0.1,33.3,1.3,1.8,72,1.2,2.9,4,0.6,0.8,0.3,1.2,no
Alec Burks,59,15.9,7.2,2.6,6.1,42.9,0.3,0.8,33.3,1.8,2.4,72.7,1,1.3,2.2,0.9,0.5,0.1,0.9,yes
Lavoy Allen,41,15.2,4.1,1.9,4.1,47.3,0,0,0,0.3,0.3,78.6,1.1,3,4.2,0.8,0.3,0.4,0.5,yes
Lance Thomas,42,15,4,1.4,3,45.2,0,0,0,1.2,1.5,83.9,1.2,1.8,3,0.3,0.2,0.2,0.6,yes
Jordan Williams,43,14.8,4.6,1.8,3.5,50.7,0,0,0,1,1.5,65.2,1.5,2.1,3.6,0.3,0.5,0.3,0.5,no
Josh Harrellson,37,14.6,4.4,1.7,4,42.3,0.5,1.6,33.9,0.4,0.7,61.5,1.3,2.6,3.9,0.3,0.6,0.5,0.5,no
Greg Stiemsma,55,13.9,2.9,1.2,2.2,54.5,0,0,0,0.5,0.7,70.7,0.9,2.3,3.2,0.5,0.7,1.6,0.6,no
Jeremy Tyler,42,13.5,4.9,2.1,5,42.1,0,0,0,0.7,1.2,55.8,1.3,2,3.3,0.4,0.4,0.5,0.9,no
Malcolm Lee,19,12.8,3.3,1.2,3.1,39,0.1,0.5,20,0.7,0.9,82.4,0.5,0.9,1.4,1.6,0.4,0.2,0.9,no
Nolan Smith,44,12.3,3.8,1.5,4.1,37.2,0.3,1,28.9,0.5,0.6,71.4,0.4,0.9,1.3,1.4,0.4,0.1,0.9,no
Shelvin Mack,64,12.2,3.6,1.4,3.4,40,0.2,0.7,28.6,0.7,0.9,71.2,0.2,1.3,1.4,2,0.4,0,0.8,yes
Jon Leuer,46,12.1,4.7,2.1,4.2,50.8,0.1,0.2,33.3,0.5,0.6,75,1,1.6,2.6,0.5,0.3,0.4,0.4,yes
Tobias Harris,42,11.4,5,1.9,4,46.7,0.1,0.5,26.1,1,1.3,81.5,0.7,1.7,2.4,0.5,0.3,0.2,0.7,yes
Cory Higgins,38,11.1,3.9,1.4,4.2,32.5,0.1,0.5,20,1.1,1.6,70,0.2,0.7,0.9,0.9,0.1,0.2,1,no
Andrew Goudelock,40,10.5,4.4,1.7,4.4,39.1,0.7,1.9,37.3,0.3,0.3,91.7,0.1,0.7,0.8,0.5,0.1,0,0.5,no
Jordan Hamilton,26,9.9,4.4,1.8,4.3,43.2,0.7,1.8,36.2,0.1,0.2,40,0.4,2,2.4,0.8,0.1,0.1,0.6,yes
Mickell Gladness,26,9.7,2.2,1,2.3,42.4,0,0,0,0.2,0.5,50,0.5,1.7,2.2,0.2,0.1,0.8,0.3,no
Patrick McCaw,26,12.2,2.8,1.1,2.8,38.9,0.6,1.5,37.5,0.1,0.2,50,0.3,0.8,1,1,0.4,0.3,0.6,no
Jeremy Pargo,44,9.6,2.9,1.1,3.4,33.3,0.2,0.9,26.3,0.4,0.6,59.3,0.3,0.6,0.8,1.3,0.3,0,1.1,no
E'Twaun Moore,38,8.7,2.9,1.1,3,38.1,0.4,1.2,37.8,0.2,0.2,100,0.1,0.8,0.9,0.9,0.3,0.1,0.6,yes
Jimmy Butler,42,8.5,2.6,0.8,1.9,40.5,0,0.3,18.2,1,1.3,76.8,0.5,0.8,1.3,0.3,0.3,0.1,0.3,yes
JaJuan Johnson,36,8.3,3.2,1.5,3.4,44.6,0,0,0,0.2,0.3,66.7,0.6,1.1,1.6,0.2,0.1,0.4,0.4,no
Blake Griffin,82,38,22.5,8.5,16.8,50.6,0.1,0.3,29.2,5.4,8.5,64.2,3.3,8.8,12.1,3.8,0.8,0.6,2.7,yes
John Wall,69,37.8,16.4,5.8,14.1,40.9,0.5,1.7,29.6,4.4,5.7,76.6,0.5,4.1,4.6,8.3,1.8,0.5,3.8,yes
Landry Fields,82,31,9.7,3.6,7.3,49.7,1,2.7,39.3,1.4,1.8,76.9,1.3,5.1,6.4,1.9,1,0.2,1.3,yes
DeMarcus Cousins,81,28.5,14.1,5.3,12.4,43,0,0.2,16.7,3.4,5,68.7,2.7,6,8.6,2.5,1.1,0.8,3.3,yes
Greg Monroe,80,27.8,9.4,3.8,6.9,55.1,0,0,0,1.8,2.9,62.2,3.1,4.4,7.5,1.3,1.2,0.6,1,yes
Wesley Johnson,79,26.2,9,3.4,8.6,39.7,1.3,3.7,35.6,0.8,1.2,69.6,0.6,2.4,3,1.9,0.7,0.7,1.2,yes
Ed Davis,65,24.6,7.7,3.3,5.7,57.6,0,0,0,1.1,2,55.5,2.6,4.5,7.1,0.6,0.6,1,0.7,yes
Jordan Crawford,42,24.5,11.7,4.6,11.9,38.4,0.8,3,25.8,1.7,2,86.9,0.7,1.8,2.5,2.8,0.9,0.1,2,no
Evan Turner,78,23,7.2,2.9,6.8,42.5,0.2,0.6,31.8,1.3,1.6,80.8,0.5,3.4,3.9,2,0.6,0.2,1,yes
Eric Bledsoe,81,22.7,6.7,2.5,6,42.4,0.4,1.4,27.6,1.2,1.6,74.4,0.8,1.9,2.8,3.6,1.1,0.3,2.4,yes
Gary Neal,80,21.1,9.8,3.6,7.9,45.1,1.6,3.9,41.9,1.1,1.3,80.8,0.3,2.2,2.5,1.2,0.3,0.1,1,yes
Paul George,61,20.7,7.8,2.9,6.5,45.3,0.7,2.3,29.7,1.3,1.7,76.2,0.6,3.1,3.7,1.1,1,0.4,1.1,yes
Derrick Favors,78,19.7,6.8,2.8,5.3,51.7,0,0,0,1.3,2.2,59.5,2.2,3.1,5.3,0.5,0.4,0.9,1,yes
Kay Felder,15,11,5.4,1.8,4.1,43.5,0.3,0.6,44.4,1.5,2,76.7,0.1,1.1,1.3,1.9,0.4,0.2,0.7,no
Al-Farouq Aminu,81,17.9,5.6,2,5,39.4,0.6,1.8,31.5,1.1,1.5,77.3,0.9,2.4,3.3,0.7,0.7,0.3,1.3,yes
Ekpe Udoh,58,17.8,4.1,1.7,3.8,43.7,0,0,0,0.7,1.1,65.6,1.4,1.7,3.1,0.7,0.4,1.5,0.8,yes
Manny Harris,54,17.3,5.9,2,5.4,37.4,0.6,1.7,37,1.3,1.7,76.3,0.7,1.9,2.6,1.6,0.6,0.1,1.2,no
Gordon Hayward,72,16.9,5.4,2,4.1,48.5,0.5,1,47.3,1,1.3,71.1,0.6,1.4,1.9,1.1,0.4,0.3,1,yes
Patrick Patterson,52,16.7,6.3,2.9,5.1,55.8,0,0,0,0.6,0.8,71.4,1.7,2.2,3.8,0.8,0.3,0.7,0.6,yes
Trevor Booker,65,16.4,5.3,2.1,3.9,54.9,0,0,0,1,1.6,67.3,1.5,2.4,3.9,0.5,0.5,0.7,0.6,yes
Larry Sanders,60,14.5,4.3,1.9,4.5,43.3,0,0,0,0.5,0.8,56,1,2,3,0.3,0.4,1.2,0.6,yes
Luke Harangody,49,13.1,3.9,1.6,4.2,38.3,0.3,1.3,24.2,0.4,0.5,73.1,0.8,2.1,2.9,0.6,0.3,0.3,0.3,no
Quincy Pondexter,66,11.1,2.8,1.1,2.7,40.6,0.3,0.8,36,0.4,0.5,70.6,0.3,1,1.3,0.4,0.3,0.1,0.2,yes
Ben Uzoh,42,10.4,3.8,1.5,3.4,42.4,0.1,0.2,37.5,0.8,1.3,58.9,0.7,0.7,1.5,1.6,0.3,0.2,0.6,no
Ish Smith,43,10.3,2.3,1,2.7,37.4,0.1,0.2,30,0.3,0.5,57.1,0.2,0.9,1.1,1.8,0.4,0.1,0.8,yes
Lazar Hayward,42,10,3.8,1.3,3.7,35.7,0.4,1.4,28.3,0.8,1,78.6,0.5,1.1,1.7,0.7,0.3,0.2,0.5,no
Jeremy Evans,49,9.4,3.6,1.6,2.3,66.1,0,0,0,0.5,0.8,70.3,0.7,1.2,2,0.5,0.3,0.3,0.4,yes
Cole Aldrich,18,7.9,1,0.4,0.8,53.3,0,0,0,0.1,0.2,50,0.7,1.2,1.9,0.2,0.3,0.4,0.4,yes
Armon Johnson,38,7.3,2.9,1.2,2.7,45.5,0.1,0.3,41.7,0.3,0.6,59.1,0.3,0.7,0.9,1.2,0.1,0,1,no
Mustafa Shakur,22,7.2,2.3,1,2.7,35.6,0,0.5,10,0.4,0.7,53.3,0.3,0.7,1,1.1,0.2,0.1,0.8,no
Derrick Caracter,41,5.2,2,0.8,1.6,48.5,0,0,0,0.4,0.6,73.9,0.5,0.6,1,0.2,0.1,0.2,0.5,no
Tyreke Evans,72,37.2,20.1,7.4,16.2,45.8,0.5,2,25.5,4.8,6.5,74.8,0.9,4.4,5.3,5.8,1.5,0.4,3,yes
Stephen Curry,80,36.2,17.5,6.6,14.3,46.2,2.1,4.8,43.7,2.2,2.5,88.5,0.6,3.9,4.5,5.9,1.9,0.2,3,yes
Brandon Jennings,82,32.6,15.5,5.5,14.8,37.1,1.8,4.7,37.4,2.7,3.3,81.7,0.6,2.8,3.4,5.7,1.3,0.2,2.4,yes
Denzel Valentine,22,10.6,2.5,0.8,3,27.7,0.5,1.9,26.2,0.3,0.4,87.5,0,1.6,1.6,0.5,0.3,0.1,0.4,no
